rank,symbol,composite_score,quality_tier,recommendation,sector,interpretation,d1_profitability,d2_financial,d3_valuation,d4_growth,d5_management,d6_moat,d7_sentiment,profitability_contribution,financial_contribution,valuation_contribution,growth_contribution,management_contribution,moat_contribution,sentiment_contribution,watch_list,watch_list_warning
223,ACAP.N0000,47.59,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,32.0,37.6,80.1,51.7556,0.0,100.0,77.8,6.4,7.52,12.01,7.76,0.0,10.0,3.89,True,NON-COMPLIANT WITH CSE LISTING RULES
224,AGST.N0000,47.29,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,44.2,68.3,47.0,46.25,32.0,30.9,58.2,8.84,13.66,7.05,6.94,4.8,3.09,2.91,False,
225,TILE.N0000,47.2,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,72.0,92.1,46.8,0.0,9.5,32.4,53.95,14.4,18.42,7.02,0.0,1.43,3.24,2.7,False,
226,CWL.N0000,46.83,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,35.3,79.2,63.8,32.52600000000001,0.0,64.0,61.55,7.06,15.84,9.57,4.88,0.0,6.4,3.08,False,
227,SLND.N0000,46.68,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,38.6,89.2,42.9,0.0,16.5,96.2,51.7,7.72,17.84,6.43,0.0,2.48,9.62,2.59,False,
228,HDFC.N0000,46.21,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,29.6,66.1,81.5,62.65285714285714,1.0,18.5,68.85,5.92,13.22,12.22,9.4,0.15,1.85,3.44,False,
229,AUTO.N0000,46.19,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,10.0,98.0,50.0,25.0,40.0,30.0,86.85,2.0,19.6,7.5,3.75,6.0,3.0,4.34,False,
230,MULL.N0000,46.09,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,27.3,86.4,62.4,20.0,32.0,30.0,63.9,5.46,17.28,9.36,3.0,4.8,3.0,3.2,False,
231,ATLL.N0000,45.99,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,0.0,62.1,74.9,42.634000000000015,40.0,64.0,70.85,0.0,12.42,11.24,6.4,6.0,6.4,3.54,False,
232,EXT.N0000,45.58,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,46.7,97.9,38.7,25.0,0.0,30.0,82.0,9.34,19.58,5.81,3.75,0.0,3.0,4.1,False,
233,UBF.N0000,45.41,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,9.5,82.5,44.4,100.0,0.0,29.0,49.0,1.9,16.5,6.66,15.0,0.0,2.9,2.45,False,
234,JFP.N0000,44.94,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,16.4,53.5,54.8,100.0,0.0,59.3,36.25,3.28,10.7,8.22,15.0,0.0,5.93,1.81,False,
235,CITH.N0000,44.3,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,25.4,42.6,48.6,30.61160000000001,50.0,84.1,58.1,5.08,8.52,7.29,4.59,7.5,8.41,2.91,False,
236,LDEV.N0000,44.1,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,37.9,83.5,45.9,14.252400000000002,22.0,25.0,100.0,7.58,16.7,6.88,2.14,3.3,2.5,5.0,False,
237,BPPL.N0000,43.74,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,37.7,65.3,53.4,39.2092,17.0,34.400000000000006,65.1,7.54,13.06,8.01,5.88,2.55,3.44,3.25,False,
238,TESS.X0000,43.68,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,0.0,59.2,45.1,25.0,100.0,30.0,66.55,0.0,11.84,6.76,3.75,15.0,3.0,3.33,False,
239,TESS.N0000,43.66,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,0.0,59.2,45.0,25.0,100.0,30.0,66.3,0.0,11.84,6.75,3.75,15.0,3.0,3.31,False,
240,KHL.N0000,43.61,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,12.8,42.3,65.8,22.923,50.0,84.1,67.45,2.56,8.46,9.87,3.44,7.5,8.41,3.37,False,
241,LGIL.N0000,43.43,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,36.4,74.8,79.1,13.2115,0.0,51.6,43.6,7.28,14.96,11.86,1.98,0.0,5.16,2.18,False,
242,SDB.N0000,43.42,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,20.0,59.3,75.9,45.686,40.0,6.600000000000001,53.3,4.0,11.86,11.38,6.85,6.0,0.66,2.67,False,
243,PEG.N0000,42.88,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,10.0,88.5,50.0,9.57,50.0,30.0,74.85,2.0,17.7,7.5,1.44,7.5,3.0,3.74,False,
244,ASPH.N0000,42.57,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,37.9,94.4,42.6,25.0,0.0,30.0,59.35,7.58,18.88,6.39,3.75,0.0,3.0,2.97,False,
245,HUNT.N0000,42.55,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,10.0,85.8,47.0,25.0,40.0,30.0,71.85,2.0,17.16,7.05,3.75,6.0,3.0,3.59,False,
246,EMER.N0000,42.5,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,21.1,88.2,47.0,25.0,35.5,11.0,68.3,4.22,17.64,7.05,3.75,5.33,1.1,3.42,False,
247,AGST.X0000,41.97,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,44.2,68.3,47.0,46.25,0.0,30.9,47.75,8.84,13.66,7.05,6.94,0.0,3.09,2.39,False,
248,LWL.N0000,41.83,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,51.2,60.1,50.6,15.546000000000006,12.5,50.8,53.95,10.24,12.02,7.59,2.33,1.88,5.08,2.7,False,
249,ASCO.N0000,41.4,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,51.1,44.7,47.0,0.0,44.0,47.5,76.7,10.22,8.94,7.05,0.0,6.6,4.75,3.84,False,
250,HUNA.N0000,41.23,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,10.0,61.8,42.3,7.225999999999999,93.0,30.0,49.75,2.0,12.36,6.34,1.08,13.95,3.0,2.49,False,
251,REXP.N0000,41.18,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,50.6,74.1,50.0,20.0,0.0,25.5,63.85,10.12,14.82,7.5,3.0,0.0,2.55,3.19,False,
252,LUMX.N0000,41.15,Weak,SELL/AVOID - Below-average quality,Mature,Weak Mature business - below-average quality with significant issues,37.1,86.3,50.0,20.0,0.0,30.0,59.35,7.42,17.26,7.5,3.0,0.0,3.0,2.97,False,
253,CSF.N0000,41.14,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,22.0,37.2,50.0,100.0,0.0,53.0,30.0,4.4,7.44,7.5,15.0,0.0,5.3,1.5,True,NON-COMPLIANT WITH CSE LISTING RULES
254,BIL.N0000,41.1,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,22.8,63.1,53.6,25.0,40.0,30.0,62.6,4.56,12.62,8.04,3.75,6.0,3.0,3.13,False,
255,MDL.N0000,41.0,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,36.5,81.7,50.0,20.0,0.0,30.0,77.2,7.3,16.34,7.5,3.0,0.0,3.0,3.86,False,
256,AHPL.N0000,40.76,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,15.2,63.1,36.0,10.230800000000002,50.0,62.0,89.35,3.04,12.62,5.4,1.53,7.5,6.2,4.47,False,
257,EDEN.N0000,40.57,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,17.9,40.5,48.6,20.0,50.0,84.1,53.85,3.58,8.1,7.29,3.0,7.5,8.41,2.69,False,
258,DIMO.N0000,40.26,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,22.9,34.4,48.6,46.25,40.0,54.3,62.75,4.58,6.88,7.29,6.94,6.0,5.43,3.14,False,
259,SHL.N0000,40.12,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,19.4,27.8,70.9,75.0158,0.0,67.9,40.0,3.88,5.56,10.63,11.25,0.0,6.79,2.0,True,NON-COMPLIANT WITH CSE LISTING RULES
260,HEXP.N0000,39.71,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",35.4,59.7,40.5,24.305800000000005,37.5,19.0,68.85,7.08,11.94,6.08,3.65,5.62,1.9,3.44,False,
261,LCEY.N0000,39.61,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",23.5,38.9,51.7,26.3224,40.0,60.3,67.85,4.7,7.78,7.75,3.95,6.0,6.03,3.39,False,
262,JKH.N0000,39.54,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",7.6,54.5,36.0,37.44466666666668,50.0,49.900000000000006,72.35,1.52,10.9,5.4,5.62,7.5,4.99,3.62,False,
263,PALM.N0000,39.26,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",17.3,41.1,36.0,20.0,50.0,84.1,65.45,3.46,8.22,5.4,3.0,7.5,8.41,3.27,False,
264,CARE.N0000,39.1,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",43.6,62.7,47.0,14.429200000000002,19.0,30.0,55.45,8.72,12.54,7.05,2.16,2.85,3.0,2.77,False,
265,SWAD.N0000,38.66,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",29.1,77.9,50.0,25.0,0.0,30.0,60.1,5.82,15.58,7.5,3.75,0.0,3.0,3.01,False,
266,CTLD.N0000,38.57,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,84.0,48.7,6.134599999999999,40.0,29.6,51.6,2.0,16.8,7.3,0.92,6.0,2.96,2.58,False,
267,BBH.N0000,38.06,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",11.0,35.3,63.9,33.432,17.0,89.1,54.85,2.2,7.06,9.58,5.01,2.55,8.91,2.74,True,NON-COMPLIANT WITH CSE LISTING RULES
268,GHLL.N0000,37.78,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,62.5,50.0,25.0,40.0,24.6,71.45,2.0,12.5,7.5,3.75,6.0,2.46,3.57,False,
269,EML.N0000,37.52,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",0.0,47.8,50.0,100.0,0.0,26.0,57.2,0.0,9.56,7.5,15.0,0.0,2.6,2.86,False,
270,BRWN.N0000,37.41,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,55.7,55.5,25.0,39.0,30.0,66.85,2.0,11.14,8.32,3.75,5.85,3.0,3.34,False,
271,RGEM.N0000,37.2,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",24.7,61.8,48.1,10.9116,28.5,30.0,75.55,4.94,12.36,7.21,1.64,4.27,3.0,3.78,False,
272,HBS.N0000,37.14,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Growth,"Poor Growth business - avoid, multiple red flags across dimensions",22.1,88.0,39.1,20.0,0.0,30.0,65.05,4.42,17.6,5.87,3.0,0.0,3.0,3.25,False,
273,INME.N0000,36.95,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Financial,"Poor Financial business - avoid, multiple red flags across dimensions",2.5,43.7,50.0,100.0,0.0,29.0,46.25,0.5,8.74,7.5,15.0,0.0,2.9,2.31,False,
274,BRR.N0000,36.69,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",0.0,73.5,40.5,2.926000000000002,50.0,55.6,48.35,0.0,14.7,6.08,0.44,7.5,5.56,2.42,False,
275,MGT.N0000,36.59,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",31.2,58.7,63.4,0.0,22.0,30.000000000000007,55.95,6.24,11.74,9.51,0.0,3.3,3.0,2.8,False,
276,OFEQ.N0000,35.89,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,86.1,50.0,20.0,0.0,30.0,63.5,2.0,17.22,7.5,3.0,0.0,3.0,3.18,False,
277,HAPU.N0000,35.1,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",13.0,53.6,56.2,37.9644,27.0,0.6000000000000014,70.85,2.6,10.72,8.43,5.69,4.05,0.06,3.54,False,
278,CITW.N0000,35.04,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",17.5,37.3,39.1,20.0,33.0,82.6,40.0,3.5,7.46,5.87,3.0,4.95,8.26,2.0,False,
279,MAL.X0000,34.59,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",27.0,84.9,27.6,0.0,27.0,0.6000000000000014,79.25,5.4,16.98,4.14,0.0,4.05,0.06,3.96,False,
280,HVA.N0000,34.58,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",16.0,29.1,47.0,84.1188,0.0,27.5,62.85,3.2,5.82,7.05,12.62,0.0,2.75,3.14,False,
281,MRH.N0000,34.4,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,59.9,50.0,9.827600000000004,40.0,30.0,48.85,2.0,11.98,7.5,1.47,6.0,3.0,2.44,False,
282,PARA.N0000,33.98,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",12.0,77.7,50.0,20.0,0.0,30.0,50.75,2.4,15.54,7.5,3.0,0.0,3.0,2.54,False,
283,DOCK.N0000,33.89,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,39.1,50.0,17.540400000000005,40.0,29.4,100.0,2.0,7.82,7.5,2.63,6.0,2.94,5.0,True,NON-COMPLIANT WITH CSE LISTING RULES
284,KPHL.N0000,33.79,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,75.4,50.0,20.0,0.0,30.0,64.25,2.0,15.08,7.5,3.0,0.0,3.0,3.21,False,
285,MAL.N0000,33.58,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",27.0,84.9,27.6,0.0,27.0,0.6000000000000014,59.05,5.4,16.98,4.14,0.0,4.05,0.06,2.95,False,
286,CPRT.N0000,33.11,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",0.0,46.0,50.0,10.5,52.5,30.0,79.25,0.0,9.2,7.5,1.57,7.88,3.0,3.96,False,
287,SIL.N0000,33.09,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,47.7,47.0,20.0,28.5,30.0,84.45,2.0,9.54,7.05,3.0,4.27,3.0,4.22,False,
288,ACME.N0000,30.93,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",2.0,46.0,50.0,25.0,31.5,13.0,81.0,0.4,9.2,7.5,3.75,4.72,1.3,4.05,True,NON-COMPLIANT WITH CSE LISTING RULES
289,BLUE.N0000,30.77,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,60.5,50.0,25.0,0.0,30.0,48.45,2.0,12.1,7.5,3.75,0.0,3.0,2.42,True,NON-COMPLIANT WITH CSE LISTING RULES
290,DPL.N0000,29.22,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,59.5,50.0,20.0,1.0,30.0,33.45,2.0,11.9,7.5,3.0,0.15,3.0,1.67,False,
291,REEF.N0000,29.0,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,57.4,47.0,9.229200000000006,20.0,30.0,21.8,2.0,11.48,7.05,1.38,3.0,3.0,1.09,False,
292,MADU.N0000,28.33,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",0.0,27.1,44.7,53.6308,12.5,38.9,47.85,0.0,5.42,6.71,8.04,1.88,3.89,2.39,False,
293,TAJ.N0000,28.01,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",2.0,42.4,40.0,12.331600000000002,31.5,30.0,71.1,0.4,8.48,6.0,1.85,4.72,3.0,3.55,False,
294,LGL.N0000,27.55,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,18.2,47.0,20.0,35.0,29.4,73.45,2.0,3.64,7.05,3.0,5.25,2.94,3.67,False,
295,LGL.X0000,27.4,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",10.0,18.2,47.0,20.0,35.0,29.4,70.45,2.0,3.64,7.05,3.0,5.25,2.94,3.52,False,
296,HELA.N0000,26.93,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",2.0,47.5,50.0,25.0,0.0,28.099999999999994,59.4,0.4,9.5,7.5,3.75,0.0,2.81,2.97,True,NON-COMPLIANT WITH CSE LISTING RULES
297,ODEL.N0000,25.25,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",2.0,46.0,39.1,25.0,0.0,30.0,60.650000000000006,0.4,9.2,5.87,3.75,0.0,3.0,3.03,True,NON-COMPLIANT WITH CSE LISTING RULES
298,KAHA.N0000,21.4,Poor,STRONG SELL/AVOID - Poor quality across multiple dimensions,Industrial,"Poor Industrial business - avoid, multiple red flags across dimensions",2.0,30.9,50.5,35.0748,0.0,13.0,13.75,0.4,6.18,7.57,5.26,0.0,1.3,0.69,False,
